,CALIBRATION,TYPE,OLD PART NUMBER(S),NEW PART NUMBER(s),Year,Body,BC Description,BC Length,Engine Size
4060,2005 DH 5.7L PWR WGN MAN 50S 35 GAL DR - RAM 1500 PICKUP,PCM,"56028878AA, 56028878AB, 56028956AA, 56028956AB, 56028956AC, 56028956AD, 56028956AE",56028956AF,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4061,2005 DR 5.7L AUTO W/O 244 T-CASE 50S 34 GAL DR - RAM 1500 PICKUP,PCM,"56028930AA, 56028930AB, 56028957AA, 56028957AB, 56028957AC, 56028957AD, 56028957AE, 56028957AF, 56028957AG, 56028957AH",56028957AI,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4062,2005 DR 5.7L AUTO W/O 244 T-CASE 50S 26 GAL DR - RAM 1500 PICKUP,PCM,"56028930AA, 56028930AB, 56028958AA, 56028958AB, 56028958AC, 56028958AD, 56028958AE, 56028958AF, 56028958AG, 56028958AH",56028958AI,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4063,2005 DH 5.7L PWR WGN AUTO CAL 35 GAL DR - RAM 1500 PICKUP,PCM,"56028930AA, 56028930AB, 56028959AA, 56028959AB, 56028959AC, 56028959AD, 56028959AE",56028959AF,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4064,2005 DR 5.7L AUTO W/O 244 T-CASE BUX DR - RAM 1500 PICKUP,PCM,"56028930AA, 56028930AB, 56028960AA, 56028960AB, 56028960AC, 56028960AD, 56028960AE, 56028960AF, 56028960AG, 56028960AH",56028960AI,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4065,2005 DH 5.7L MAN 50S 35 GAL DR - RAM 1500 PICKUP,PCM,"56028878AA, 56028878AB, 56028961AA, 56028961AB, 56028961AC, 56028961AD, 56028961AE, 56028961AF, 56028961AG",56028961AH,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4066,2005 DH 5.7L MAN 50S 35 GAL NSC DR - RAM 1500 PICKUP,PCM,"56028878AA, 56028878AB, 56028962AA, 56028962AB, 56028962AC, 56028962AD, 56028962AE, 56028962AF, 56028962AG",56028962AH,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4068,2005 DH 5.7L PWR WGN MAN 50S 35 GAL NSC DR - RAM 1500 PICKUP,PCM,"56028878AA, 56028878AB, 56028963AA, 56028963AB, 56028963AC, 56028963AD, 56028963AE",56028963AF,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4069,2005 DH 5.7L MAN 50S 34 GAL DR - RAM 1500 PICKUP,PCM,"56028878AA, 56028878AB, 56028964AA, 56028964AB, 56028964AC, 56028964AD, 56028964AE, 56028964AF, 56028964AG",56028964AH,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4070,2005 DH 5.7L MAN 50S 34 GAL NSC DR - RAM 1500 PICKUP,PCM,"56028878AA, 56028878AB, 56028965AA, 56028965AB, 56028965AC, 56028965AD, 56028965AE, 56028965AF, 56028965AG",56028965AH,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4071,2005 DH 5.7L MAN BUX DR - RAM 1500 PICKUP,PCM,"56028878AA, 56028878AB, 56028966AA, 56028966AB, 56028966AC, 56028966AD, 56028966AE, 56028966AF, 56028966AG",56028966AH,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4072,2005 DH 5.7L AUTO FED 35 GAL DR - RAM 1500 PICKUP,PCM,"56028930AA, 56028930AB, 56028967AA, 56028967AB, 56028967AC, 56028967AD, 56028967AE, 56028967AF, 56028967AG",56028967AH,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4073,2005 DH 5.7L AUTO CAL 35 GAL DR - RAM 1500 PICKUP,PCM,"56028930AA, 56028930AB, 56028968AA, 56028968AB, 56028968AC, 56028968AD, 56028968AE, 56028968AF, 56028968AG",56028968AH,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4074,2005 DH 5.7L PWR WGN AUTO FED 35 GAL DR - RAM 1500 PICKUP,PCM,"56028930AA, 56028930AB, 56028969AA, 56028969AB, 56028969AC, 56028969AD, 56028969AE",56028969AF,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4075,2005 DH 5.7L AUTO FED 34 GAL DR - RAM 1500 PICKUP,PCM,"56028930AA, 56028930AB, 56028970AA, 56028970AB, 56028970AC, 56028970AD, 56028970AE, 56028970AF, 56028970AG",56028970AH,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4076,2005 DH 5.7L AUTO CAL 34 GAL DR - RAM 1500 PICKUP,PCM,"56028930AA, 56028930AB, 56028971AA, 56028971AB, 56028971AC, 56028971AD, 56028971AE, 56028971AF, 56028971AG",56028971AH,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4078,2005 DH 5.7L AUTO BUX DR - RAM 1500 PICKUP,PCM,"56028930AA, 56028930AB, 56028972AA, 56028972AB, 56028972AC, 56028972AD, 56028972AE, 56028972AF, 56028972AG",56028972AH,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4079,2005 HB 5.7L 50S HB - DURANGO,PCM,"56028973AA, 56028973AB, 56028973AC, 56028973AD, 56028973AE, 56028973AF, 56028973AG, 56028973AH, 56028973AI, 56028973AJ, 56028983AC",56028973AK,2005,HB,HB - DURANGO,2,5.7L
4080,2005 HB 5.7L BUX HB - DURANGO,PCM,"56028974AA, 56028974AB, 56028974AC, 56028974AD, 56028974AE, 56028974AF, 56028974AG, 56028974AH, 56028974AI, 56028974AJ, 56028983AC",56028974AK,2005,HB,HB - DURANGO,2,5.7L
4081,2005 DR 4.7L AUTO W 244 T-CASE 50S 26 GAL DR - RAM 1500 PICKUP,PCM,"56028892AC, 56028895AA, 56028975AA, 56028975AB, 56028975AC, 56028975AD, 56028975AE, 56028975AF",56028975AG,2005,DR,DR - RAM 1500 PICKUP,2,4.7L
4082,2005 DH 5.7L MAN BUX NSC DR - RAM 1500 PICKUP,PCM,"56028878AA, 56028878AB, 56028976AA, 56028976AB, 56028976AC, 56028976AD, 56028976AE, 56028976AF, 56028976AG",56028976AH,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4083,2005 DR 4.7L M6 50S 34 GAL DR - RAM 1500 PICKUP,PCM,"56028987AA, 56028987AB, 56028987AC, 56028987AD, 56028987AE, 56029079AD",56028987AF,2005,DR,DR - RAM 1500 PICKUP,2,4.7L
4084,2005 DH 5.7L PWR WGN AUTO FED 34 GAL DR - RAM 1500 PICKUP,PCM,"56028930AA, 56028930AB, 56028988AA, 56028988AB, 56028988AC, 56028988AD, 56028988AE",56028988AF,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4085,2005 DR 4.7L AUTO W/O 244 T-CASE 50S 34 GAL DR - RAM 1500 PICKUP,PCM,"56028892AC, 56028895AA, 56028989AA, 56028989AB, 56028989AC, 56028989AD, 56028989AE, 56028989AF",56028989AG,2005,DR,DR - RAM 1500 PICKUP,2,4.7L
4086,2005 DH 5.7L PWR WGN AUTO CAL 34 GAL DR - RAM 1500 PICKUP,PCM,"56028930AA, 56028930AB, 56028990AA, 56028990AB, 56028990AC, 56028990AD, 56028990AE",56028990AF,2005,DR,DR - RAM 1500 PICKUP,2,5.7L
4087,2004 AN 4.7L AUTO AN61 50 ST AN - DAKOTA,PCM,"56028796AD, 56028798AD, 56029026AC, 56029026AD, 56029026AE, 56029026AF",56029026AG,2004,AN,AN - DAKOTA,2,4.7L
4089,2004 AN 4.7L AUTO 2WD AN31 (20 GAL) 50 ST AN - DAKOTA,PCM,"56028796AD, 56028798AD, 56029027AC, 56029027AD, 56029027AE, 56029027AF",56029027AG,2004,AN,AN - DAKOTA,2,4.7L
4090,2004 HB 4.7L A5 4X2 50S HB - DURANGO,PCM,"56028795AB, 56028795AC, 56029028AA, 56029028AB, 56029028AC, 56029028AD, 56029028AE, 56029028AF, 56029028AG, 56029145AB, 56029145AC",56029028AH,2004,HB,HB - DURANGO,2,4.7L
4091,2004 HB 4.7L A5 4X4 50S HB - DURANGO,PCM,"56028795AB, 56028795AC, 56029029AA, 56029029AB, 56029029AC, 56029029AD, 56029029AE, 56029029AF, 56029029AG, 56029029AH, 56029145AB, 56029145AC",56029029AI,2004,HB,HB - DURANGO,2,4.7L
4092,2004 DR 5.7L MAN 2500/3500 BUX DR - RAM 1500 PICKUP,PCM,"05094273AA, 56028799AD, 56029035AA, 56029035AB, 56029035AC, 56029035AE, 56029035AF, 56029035AG, 56029035AH",56029035AI,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4093,2004 AN 4.7L AUTO 2WD AN84 50 ST AN - DAKOTA,PCM,"56028796AD, 56028798AD, 56029036AC, 56029036AD, 56029036AE, 56029036AF",56029036AG,2004,AN,AN - DAKOTA,2,4.7L
4094,2004 AN 4.7L AUTO 4WD AN84 50 ST AN - DAKOTA,PCM,"56028796AD, 56028798AD, 56029037AC, 56029037AD, 56029037AE, 56029037AF",56029037AG,2004,AN,AN - DAKOTA,2,4.7L
4095,2004 HB 5.7L A5 50S HB - DURANGO,PCM,"56029039AB, 56029039AC, 56029039AD, 56029039AE, 56029039AF, 56029039AG, 56029039AH, 56029039AI, 56029039AJ, 56029039AK, 56029146AB, 56029146AC",56029039AL,2004,HB,HB - DURANGO,2,5.7L
4096,2004 DR 5.7L A5 50S 2500 FED 3500 35 GAL DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029041AA, 56029041AB, 56029041AC, 56029041AD, 56029041AE, 56029041AF, 56029041AG, 56029041AH",56029041AI,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4098,2004 DR 5.7L A5 50S 2500 OR FED 3500 34 GAL DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029042AA, 56029042AB, 56029042AC, 56029042AD, 56029042AE, 56029042AF, 56029042AG, 56029042AH",56029042AI,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4099,2004 DR 5.7L A5 2500/3500 BUX DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029043AA, 56029043AB, 56029043AC, 56029043AD, 56029043AE, 56029043AF, 56029043AG, 56029043AH",56029043AI,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4100,2003 DR 5.7L AUTO EATX4A DR - RAM 1500 PICKUP,TCM,"56029053AA, 56029053AB, 56029053AC",56029053AE,2003,DR,DR - RAM 1500 PICKUP,2,5.7L
4101,2003 DR 5.7L 1500 A5 50S 35GAL NO CRUISE DR - RAM 1500 PICKUP,PCM,"56029063AA, 56029063AB, 56029063AC, 56029063AD",56029063AE,2003,DR,DR - RAM 1500 PICKUP,2,5.7L
4102,2003 DR 5.7L 1500 A5 50S 26 GAL NO CRUISE DR - RAM 1500 PICKUP,PCM,"56029064AA, 56029064AB, 56029064AC, 56029064AD",56029064AE,2003,DR,DR - RAM 1500 PICKUP,2,5.7L
4103,2003 DR 5.7L 1500 A5 BUX NO CRUISE DR - RAM 1500 PICKUP,PCM,"56029065AA, 56029065AB, 56029065AC, 56029065AD",56029065AE,2003,DR,DR - RAM 1500 PICKUP,2,5.7L
4104,2003 DR 5.7L 2500/3500 A5 50S 35GAL NO CRUISE DR - RAM 1500 PICKUP,PCM,"56029067AA, 56029067AB, 56029067AC, 56029067AD, 56029067AE",56029067AF,2003,DR,DR - RAM 1500 PICKUP,2,5.7L
4105,2003 DR 5.7L 2500/3500 A5 50S 34GAL NO CRUISE DR - RAM 1500 PICKUP,PCM,"56029068AA, 56029068AB, 56029068AC, 56029068AD, 56029068AE",56029068AF,2003,DR,DR - RAM 1500 PICKUP,2,5.7L
4106,2003 DR 5.7L 2500/3500 A5 BUX NO CRUISE DR - RAM 1500 PICKUP,PCM,"56029069AA, 56029069AB, 56029069AC, 56029069AD, 56029069AE",56029069AF,2003,DR,DR - RAM 1500 PICKUP,2,5.7L
4107,2003 DR 5.7L 2500/3500 M5 50S 35GAL NO CRUISE DR - RAM 1500 PICKUP,PCM,"56029071AA, 56029071AB, 56029071AC, 56029071AD, 56029071AE",56029071AF,2003,DR,DR - RAM 1500 PICKUP,2,5.7L
4108,2003 DR 5.7L 2500/3500 M5 50S 34GAL NO CRUISE DR - RAM 1500 PICKUP,PCM,"56029072AA, 56029072AB, 56029072AC, 56029072AD, 56029072AE",56029072AF,2003,DR,DR - RAM 1500 PICKUP,2,5.7L
4109,2003 DR 5.7L 2500/3500 M5 BUX NO CRUISE DR - RAM 1500 PICKUP,PCM,"56029073AA, 56029073AB, 56029073AC, 56029073AD, 56029073AE",56029073AF,2003,DR,DR - RAM 1500 PICKUP,2,5.7L
4110,2004 AN 4.7L <6000 LB M5 BUX AN - DAKOTA,PCM,"05094109AA, 56028797AD, 56029093AA, 56029093AB",56029093AC,2004,AN,AN - DAKOTA,2,4.7L
4111,2004 AN 4.7L >6000 LB M5 BUX AN - DAKOTA,PCM,"05094109AA, 56028797AD, 56029094AA, 56029094AB, 56029094AC, 56029094AD",56029094AE,2004,AN,AN - DAKOTA,2,4.7L
4112,2004 AN 4.7L AUTO 4WD <6000 LB BUX AN - DAKOTA,PCM,"56028796AD, 56028798AD, 56029095AC, 56029095AD, 56029095AE",56029095AF,2004,AN,AN - DAKOTA,2,4.7L
4114,2004 AN 4.7L AUTO 4WD >6000 LB BUX AN - DAKOTA,PCM,"56028796AD, 56028798AD, 56029096AA, 56029096AB, 56029096AC",56029096AD,2004,AN,AN - DAKOTA,2,4.7L
4115,2003 DN 4.7L FED DN - DURANGO,PCM,"56029124AA, 56029124AB, 56040501AA, 56040501AB, 56040501AC, 56040501AD, 56040501AE",56029124AC,2003,DN,DN - DURANGO,2,4.7L
4116,2003 DN 4.7L CAL DN - DURANGO,PCM,"56029125AA, 56029125AB, 56029125AC, 56040503AA, 56040503AB, 56040503AC, 56040503AD, 56040503AE",56029125AD,2003,DN,DN - DURANGO,2,4.7L
4117,2003 DN 4.7L BUX DN - DURANGO,PCM,"56029126AA, 56029126AB, 56040505AA, 56040505AB, 56040505AC, 56040505AD",56029126AC,2003,DN,DN - DURANGO,2,4.7L
4118,2004 DR 3.7L A5 50S 34 GAL DR - RAM 1500 PICKUP,PCM,"56028806AD, 56029138AA, 56029138AB, 56029138AC, 56029138AD, 56029138AE",56029138AF,2004,DR,DR - RAM 1500 PICKUP,2,3.7L
4119,2004 DR 3.7L M5 50S 34 GAL DR - RAM 1500 PICKUP,PCM,"56028805AD, 56029139AA, 56029139AB, 56029139AC, 56029139AD",56029139AE,2004,DR,DR - RAM 1500 PICKUP,2,3.7L
4120,2004 DR 4.7L AUTO W/T244 TCASE50S 1500 34 GAL DR - RAM 1500 PICKUP,PCM,"56028796AD, 56028798AD, 56029140AC, 56029140AD, 56029140AE",56029140AF,2004,DR,DR - RAM 1500 PICKUP,2,4.7L
4121,2004 DR 4.7L M5 1500 34 GAL DR - RAM 1500 PICKUP,PCM,"05094109AA, 56028797AD, 56029141AA, 56029141AB, 56029141AC, 56029141AD",56029141AE,2004,DR,DR - RAM 1500 PICKUP,2,4.7L
4122,2004 DR 5.7L A5 244 CASE 50S 1500 34G NO CRS DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029142AA, 56029142AB, 56029142AC, 56029142AD, 56029142AE, 56029142AF, 56029142AG, 56029142AH",56029142AI,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4123,2004 DR 5.7L AUTO W/244 CASE 50S 1500 34 GAL DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029143AA, 56029143AB, 56029143AC, 56029143AD, 56029143AE, 56029143AF, 56029143AG, 56029143AH",56029143AI,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4124,2004 DR 5.7L A5 50S 2500 FED3500 35GL NO CRS DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029148AA, 56029148AB, 56029148AC, 56029148AD, 56029148AE, 56029148AF, 56029148AG",56029148AH,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4126,2004 DR 5.7L A5 50S 2500 FED3500 34 GL NO CRS DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029149AA, 56029149AB, 56029149AC, 56029149AD, 56029149AE, 56029149AF, 56029149AG",56029149AH,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4127,2004 DR 5.7L A5 CAL 3500 35 GAL NO CRS DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029150AA, 56029150AB, 56029150AC, 56029150AD, 56029150AE, 56029150AF, 56029150AG",56029150AH,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4128,2004 DR 5.7L MAN 2500/3500 50S 35 GAL W/O CRU DR - RAM 1500 PICKUP,PCM,"05094273AA, 56028799AD, 56029151AA, 56029151AB, 56029151AC, 56029151AD, 56029151AE, 56029151AF, 56029151AG",56029151AH,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4129,2004 DR 5.7L MAN 2500/3500 50S 34 GAL W/O CRU DR - RAM 1500 PICKUP,PCM,"05094273AA, 56028799AD, 56029152AA, 56029152AB, 56029152AC, 56029152AD, 56029152AE, 56029152AF, 56029152AG",56029152AH,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4130,2004 DR 5.7L A5 CAL 3500 34 GAL NO CRS DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029153AA, 56029153AB, 56029153AC, 56029153AD, 56029153AE, 56029153AF, 56029153AG",56029153AH,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4131,2004 DR 5.7L A5 244 CASE 50S 1500 35G NO CRS DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029154AA, 56029154AB, 56029154AC, 56029154AD, 56029154AE, 56029154AF, 56029154AG, 56029154AH",56029154AI,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4132,2004 DR 5.7L A5 244 CASE 50S 1500 26G NO CRS DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029155AA, 56029155AB, 56029155AC, 56029155AD, 56029155AE, 56029155AF, 56029155AG, 56029155AH",56029155AI,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4133,2004 DR 5.7L A5 244 CASE 1500 NO CRS DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029156AA, 56029156AB, 56029156AC, 56029156AD, 56029156AE, 56029156AF, 56029156AG, 56029156AH",56029156AI,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4135,2004 DR 5.7L A5 2500/3500 BUX NO CRS DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029157AA, 56029157AB, 56029157AC, 56029157AD, 56029157AE, 56029157AF, 56029157AG",56029157AH,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4136,2004 DR 5.7L A5 50S 1500 35 GAL WO AWD TCASE DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029158AA, 56029158AB, 56029158AC, 56029158AD, 56029158AE, 56029158AF, 56029158AG, 56029158AH",56029158AI,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4137,2004 DR 5.7L A5 50S 1500 35 GAL NO CRS OR AWD DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029159AA, 56029159AB, 56029159AC, 56029159AD, 56029159AE, 56029159AF, 56029159AG, 56029159AH",56029159AI,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4138,2004 DR 5.7L A5 50S 1500 26 GAL WO AWD TCASE DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029161AA, 56029161AB, 56029161AC, 56029161AD, 56029161AE, 56029161AF, 56029161AG, 56029161AH",56029161AI,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4139,2004 DR 5.7L A5 50S 1500 26 GAL NO CRS OR AWD DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029162AA, 56029162AB, 56029162AC, 56029162AD, 56029162AE, 56029162AF, 56029162AG, 56029162AH",56029162AI,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4140,2004 DR 5.7L A5 BUX 1500 WO AWD T-CASE DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029163AA, 56029163AB, 56029163AC, 56029163AD, 56029163AE, 56029163AF, 56029163AG, 56029163AH",56029163AI,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4141,2004 DR 5.7L A5 BUX 1500 NO CRS OR AWD T- CASE DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029164AA, 56029164AB, 56029164AC, 56029164AD, 56029164AE, 56029164AF, 56029164AG, 56029164AH",56029164AI,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4142,2004 DR 5.7L A5 50S 1500 34 GAL NO CRS OR AWD DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029165AA, 56029165AB, 56029165AC, 56029165AD, 56029165AE, 56029165AF, 56029165AG, 56029165AH",56029165AI,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4144,2004 DR 5.7L A5 50S 1500 34 GAL WO AWD TCASE DR - RAM 1500 PICKUP,PCM,"05094274AA, 56028800AD, 56029166AA, 56029166AB, 56029166AC, 56029166AD, 56029166AE, 56029166AF, 56029166AG, 56029166AH",56029166AI,2004,DR,DR - RAM 1500 PICKUP,2,5.7L
4145,2007 DA DC DM 6.7L AISIN 4X2 50S,TCM,68049908AA,56029177AF,2007,"DC, DA, DM",,10,6.7L
4146,2007 DA DC DM 6.7L AISIN 4X2 50S,TCM,,56029177AF,2007,"DC, DA, DM",,10,6.7L
4147,2008 DA DC DM 6.7L AISIN 4X2 50S DA - STERLING 4500/5500 CAB CHASSIS DR - RAM 1500 PICKUP DR - RAM 1500 PICKUP,TCM,68049908AA,56029177AH,2008,"DA, DR","DA - STERLING 4500/5500 CAB CHASSIS, DR - RAM 1500 PICKUP, DR - RAM 1500 PICKUP",6,6.7L
4148,2009 2010 DA DC DM 6.7L AISIN 4X2 50S DC - RAM 3500 CAB CHASSIS DC - RAM 3500 CAB CHASSIS DJ - RAM 2500 PICKUP DM - RAM 4500/5500 CAB CHASSIS DM - RAM 4500/5500 CAB CHASSIS,TCM,"56029177AJ, 68049908AA",56029177AK,"2009, 2010","DC, DJ, DM","DC - RAM 3500 CAB CHASSIS, DC - RAM 3500 CAB CHASSIS, DJ - RAM 2500 PICKUP, DM - RAM 4500/5500 CAB CHASSIS, DM - RAM 4500/5500 CAB CHASSIS",10,6.7L
4149,2006 DR 3.7L A4 50S 34/35 GAL DR - RAM 1500 PICKUP,PCM,"05094894AA, 05094894AB, 56029188AB, 56029188AC, 56029188AD, 56029188AE, 56029188AF, 56029188AG, 56029188ZE",56029188AH,2006,DR,DR - RAM 1500 PICKUP,2,3.7L
4150,2006 DR 3.7L A4 50S 26 GAL DR - RAM 1500 PICKUP,PCM,"05094894AA, 05094894AB, 56029189AB, 56029189AC, 56029189AD, 56029189AE, 56029189AF, 56029189AG, 56029189ZE",56029189AH,2006,DR,DR - RAM 1500 PICKUP,2,3.7L
4151,2006 DR 4.7L M6 BUX DR - RAM 1500 PICKUP,PCM,"05094866AB, 05094866AC, 56029194AA, 56029194AB, 56029194AC, 56029194AD",56029194AE,2006,DR,DR - RAM 1500 PICKUP,2,4.7L
4152,2006 DR 4.7L A5 FED FFV 35 GAL DR - RAM 1500 PICKUP,PCM,"05094701AC, 05094701AD, 56029195AA, 56029195AB, 56029195AC, 56029195AD, 56029195AE",56029195AF,2006,DR,DR - RAM 1500 PICKUP,2,4.7L
4153,2006 DH 5.7L M5/6 CAL 34/35 GAL DR - RAM 1500 PICKUP,PCM,"56029196AD, 56029196AE, 56029196AF, 56029244AD, 56029244AE",56029196AG,2006,DR,DR - RAM 1500 PICKUP,2,5.7L
4154,2006 DH 5.7L PWR WGN M6 CAL 34/35 GAL DR - RAM 1500 PICKUP,PCM,"56029197AD, 56029197AE, 56029197AF, 56029244AD, 56029244AE",56029197AG,2006,DR,DR - RAM 1500 PICKUP,2,5.7L
4155,2006 DR 4.7L A5 FED FFV 26 GAL DR - RAM 1500 PICKUP,PCM,"05094701AC, 05094701AD, 56029199AA, 56029199AB, 56029199AC, 56029199AD, 56029199AE",56029199AF,2006,DR,DR - RAM 1500 PICKUP,2,4.7L
4156,2002 DN 4.7L JTEC CAL DN - DURANGO,PCM,56029201AA,56029201AB,2002,DN,DN - DURANGO,2,4.7L
4157,2002 DN 4.7L JTEC FED DN - DURANGO,PCM,56029202AA,56029202AB,2002,DN,DN - DURANGO,2,4.7L
4158,2006 DR 4.7L A5 BUX DR - RAM 1500 PICKUP,PCM,"05094701AC, 05094701AD, 56029205AA, 56029205AB, 56029205AC, 56029205AD",56029205AE,2006,DR,DR - RAM 1500 PICKUP,2,4.7L
4160,2006 DR 5.7L A5 50S 34/35 GAL DR - RAM 1500 PICKUP,PCM,"05094893AA, 05094893AB, 56029207AD, 56029207AE, 56029207AF, 56029207AG, 56029207AH, 56029207AI, 56029207AJ",56029207AK,2006,DR,DR - RAM 1500 PICKUP,2,5.7L
4161,2006 DR 5.7L A5 50S 26 GAL DR - RAM 1500 PICKUP,PCM,"05094893AA, 05094893AB, 56029208AD, 56029208AE, 56029208AF, 56029208AG, 56029208AH, 56029208AI, 56029208AJ",56029208AK,2006,DR,DR - RAM 1500 PICKUP,2,5.7L
4162,2006 DR 5.7L A5 BUX DR - RAM 1500 PICKUP,PCM,"05094893AA, 05094893AB, 56029209AB, 56029209AC, 56029209AD, 56029209AE, 56029209AF, 56029209AG, 56029209AH",56029209AI,2006,DR,DR - RAM 1500 PICKUP,2,5.7L
4163,2006 DH 5.7L M5/6 FED 34/35 GAL DR - RAM 1500 PICKUP,PCM,"56029212AD, 56029212AE, 56029212AF, 56029244AD, 56029244AE",56029212AG,2006,DR,DR - RAM 1500 PICKUP,2,5.7L
4164,2006 DH 5.7L M5/6 FED 34/35 GAL NSC DR - RAM 1500 PICKUP,PCM,"56029213AD, 56029213AE, 56029213AF, 56029244AD, 56029244AE",56029213AG,2006,DR,DR - RAM 1500 PICKUP,2,5.7L
4165,2006 DH 5.7L M5/6 BUX DR - RAM 1500 PICKUP,PCM,"56029214AB, 56029214AC, 56029214AD, 56029244AD, 56029244AE",56029214AE,2006,DR,DR - RAM 1500 PICKUP,2,5.7L
4166,2006 DH 5.7L A5 FED 34/35 GAL DR - RAM 1500 PICKUP,PCM,"05094275AD, 05094275AE, 56029218AD, 56029218AE, 56029218AF, 56029218AG",56029218AH,2006,DR,DR - RAM 1500 PICKUP,2,5.7L
4167,2006 DH 5.7L A5 CAL 34/35 GAL DR - RAM 1500 PICKUP,PCM,"05094275AD, 05094275AE, 56029219AD, 56029219AE, 56029219AF, 56029219AG",56029219AH,2006,DR,DR - RAM 1500 PICKUP,2,5.7L
4168,2006 DH 5.7L A5 BUX DR - RAM 1500 PICKUP,PCM,"05094275AD, 05094275AE, 56029220AB, 56029220AC, 56029220AD, 56029220AE",56029220AF,2006,DR,DR - RAM 1500 PICKUP,2,5.7L
4169,2006 DH 5.7L M5/6 CAL 34/35 GAL NSC DR - RAM 1500 PICKUP,PCM,"56029234AD, 56029234AE, 56029234AF, 56029244AD, 56029244AE",56029234AG,2006,DR,DR - RAM 1500 PICKUP,2,5.7L
4170,2006 DH 5.7L PWR WGN M6 FED 34/35 GAL DR - RAM 1500 PICKUP,PCM,"56029238AD, 56029238AE, 56029238AF, 56029244AD, 56029244AE",56029238AG,2006,DR,DR - RAM 1500 PICKUP,2,5.7L
4171,2006 DH 5.7L PWR WGN M6 FED 34/35 GAL NSC DR - RAM 1500 PICKUP,PCM,"56029239AD, 56029239AE, 56029239AF, 56029244AD, 56029244AE",56029239AG,2006,DR,DR - RAM 1500 PICKUP,2,5.7L
